,Unnamed: 0,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
19815,19815,31129669,97%,1,25.0,25.0,1,0,0,39.91704,116.42601,0,0,4,1.0,1,2.0,0,498.00,1,0.00,1,19,47,77,352,10,10,2018-12-30,93.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,2,0,0,25,25,0,0,2.1
19818,19818,31130056,100%,0,45.0,45.0,1,0,11,39.80521,116.4909,0,0,2,1.0,0,1.0,0,401.00,1,0.00,1,21,51,81,356,3,3,2019-01-21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,45,45,0,0,0.74
19819,19819,31130115,97%,1,25.0,25.0,1,0,0,39.92257,116.41189,1,0,2,1.0,1,1.0,0,498.00,1,0.00,1,11,36,63,338,6,6,2019-01-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,25,25,0,0,1.4
19820,19820,31130994,97%,1,25.0,25.0,1,0,3,39.88205,116.4636,1,0,2,1.0,1,1.0,0,421.00,1,0.00,1,30,60,90,365,3,3,2018-12-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,25,25,0,0,0.63
19821,19821,31131117,,1,5.0,5.0,1,0,13,39.90522,116.18311,1,0,2,1.0,1,1.0,0,401.00,1,0.00,1,30,60,90,365,3,3,2019-01-01,87.0,9.0,10.0,8.0,9.0,9.0,7.0,1,0,2,0,0,5,3,2,0,0.64
19822,19822,31131453,97%,1,25.0,25.0,1,0,0,39.89083,116.40221,1,0,3,1.0,2,2.0,0,726.00,1,0.00,1,22,50,76,347,6,6,2019-02-04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,25,25,0,0,1.68
19823,19823,31131479,100%,0,4.0,4.0,1,0,9,39.8442,116.31264,1,0,3,1.0,2,2.0,0,360.00,1,50.00,2,0,0,0,0,1,1,2019-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,4,4,0,0,0.21
19825,19825,31132060,100%,0,3.0,3.0,1,0,0,39.94096,116.42673,1,1,2,1.0,2,1.0,0,159.00,1,50.00,1,20,31,31,31,1,1,2019-01-04,100.0,8.0,8.0,8.0,10.0,10.0,10.0,1,0,1,0,0,3,0,3,0,0.22
19828,19828,31132526,100%,1,1.0,1.0,1,0,3,39.90065,116.45689,1,0,6,2.0,2,3.0,0,498.00,1,0.00,1,29,59,89,90,30,30,2018-12-31,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,0,1,1,0,0,6.34
19829,19829,31132685,98%,1,14.0,14.0,1,0,3,39.93811,116.45273,1,0,2,1.0,1,1.0,0,318.00,1,0.00,1,17,47,77,90,3,3,2019-01-07,93.0,10.0,9.0,9.0,10.0,10.0,9.0,1,0,1,0,0,14,14,0,0,0.67
19830,19830,31132722,100%,0,3.0,3.0,1,0,2,40.01214,116.34844,1,1,2,1.0,1,1.0,0,131.00,1,50.00,2,24,34,64,65,5,5,2019-01-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,3,0,3,0,1.17
19831,19831,31132795,100%,0,11.0,11.0,1,0,5,40.10477,116.54987,0,0,6,2.0,3,3.0,0,559.00,6,0.00,1,28,58,88,363,5,5,2019-01-27,84.0,9.0,8.0,10.0,10.0,10.0,9.0,1,0,1,0,0,11,10,1,0,1.29
19832,19832,31132854,100%,0,8.0,8.0,1,0,0,39.94287,116.40098,0,0,2,1.0,1,1.0,0,498.00,1,0.00,1,29,59,89,90,5,5,2019-01-20,92.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,8,8,0,0,1.23
19833,19833,31132952,100%,0,5.0,5.0,1,0,9,39.8736,116.30626,0,0,4,1.0,1,2.0,0,456.00,1,0.00,1,30,60,90,365,2,2,2019-04-20,50.0,7.0,6.0,7.0,8.0,9.0,5.0,0,0,2,0,0,5,5,0,0,1.82
19835,19835,31133652,100%,0,4.0,4.0,1,0,9,39.84592,116.31449,1,0,4,1.0,1,1.0,0,235.00,7,50.00,3,20,50,80,80,1,1,2019-01-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,4,4,0,0,0.24
19836,19836,31133756,100%,0,2.0,2.0,1,0,2,39.97286,116.34657,0,1,1,1.0,0,1.0,0,83.00,1,0.00,1,23,49,75,348,1,1,2019-01-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,2,1,1,0,0.26
19838,19838,31135795,100%,1,4.0,4.0,1,0,0,39.93385,116.40595,0,0,2,1.0,1,1.0,0,380.00,1,0.00,1,20,28,28,290,26,26,2019-01-12,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,2,0,0,4,2,2,0,6.0
19840,19840,31136663,100%,1,27.0,27.0,1,1,3,39.99058,116.47693999999998,0,0,2,1.0,0,1.0,0,560.00,1,0.00,1,20,50,80,355,7,7,2019-01-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,27,14,13,0,1.62
19841,19841,31137260,100%,0,1.0,1.0,1,0,3,39.90827,116.46751,0,1,2,1.0,1,0.0,0,318.00,1,50.00,2,26,29,52,143,7,7,2019-02-03,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,1,0,0,1,0,1,0,1.94
19842,19842,31137576,100%,1,8.0,8.0,1,0,0,39.94452,116.38814,1,0,2,1.0,1,1.0,0,339.00,1,0.00,1,24,54,84,152,9,9,2019-01-04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,8,8,0,0,1.96
19844,19844,31140157,100%,1,11.0,11.0,1,0,3,39.99095,116.47239,0,0,2,1.0,1,1.0,0,422.00,2,50.00,1,16,46,76,211,8,8,2019-01-16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0,0,11,5,6,0,1.9
19845,19845,31140440,100%,1,3.0,3.0,1,0,3,39.91533,116.47631,1,0,5,1.0,1,3.0,0,491.00,1,0.00,1,24,54,84,359,8,8,2019-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,3,3,0,0,1.7
19846,19846,31142466,100%,1,4.0,4.0,1,0,0,39.94214,116.4093,1,0,2,1.0,1,1.0,0,180.00,2,0.00,1,22,52,82,156,5,5,2018-12-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,4,4,0,0,1.06
19847,19847,31149844,100%,1,27.0,27.0,1,1,3,39.98855,116.47387,0,0,2,1.0,1,1.0,0,470.00,1,0.00,1,27,57,87,161,16,16,2019-01-23,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,27,14,13,0,4.03
19848,19848,31149994,100%,0,16.0,16.0,1,0,8,39.74017,116.5453,0,0,2,1.0,1,1.0,0,269.00,1,0.00,1,30,60,90,365,1,1,2019-04-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0,0,13,13,0,0,0.65
19851,19851,31150182,98%,0,13.0,13.0,1,0,3,39.90021,116.48773,0,1,1,1.0,0,1.0,0,421.00,1,0.00,1,30,60,90,365,1,1,2019-04-07,100.0,8.0,8.0,10.0,10.0,10.0,10.0,0,0,2,0,0,13,8,5,0,0.65
19854,19854,31150712,100%,0,1.0,1.0,1,0,5,40.12235,116.61043,1,0,2,2.0,2,1.0,0,228.00,2,150.00,1,10,40,70,70,7,7,2019-02-08,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,1,1,0,0,2.02
19857,19857,31152097,100%,0,3.0,3.0,1,1,3,39.92379,116.55548,0,1,2,1.0,0,1.0,0,117.00,1,89.00,1,30,60,90,365,2,2,2019-04-01,90.0,10.0,10.0,9.0,10.0,10.0,10.0,1,0,0,0,0,3,0,2,1,1.15
19859,19859,31152383,100%,0,4.0,4.0,1,0,9,39.84496,116.40451000000002,0,0,3,1.0,1,3.0,0,173.00,1,0.00,2,0,0,0,0,1,1,2019-01-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,3,3,0,0,0.26
19862,19862,31154615,100%,0,14.0,14.0,1,0,3,39.87129,116.45237,0,0,4,1.0,1,4.0,0,339.00,1,0.00,1,30,60,90,365,3,3,2019-01-12,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0,0,14,12,2,0,0.69
19865,19865,31155043,,0,1.0,1.0,1,0,3,39.88659000000001,116.46444,0,0,2,1.0,0,1.0,0,401.00,1,0.00,1,29,59,89,179,2,2,2019-01-01,80.0,9.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0,0,1,1,0,0,0.42
19866,19866,31155087,97%,0,7.0,7.0,1,0,2,39.97709,116.30793,1,1,1,1.0,1,1.0,0,131.00,1,0.00,1,27,57,87,88,9,9,2018-12-30,96.0,9.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,7,0,7,0,1.89
19867,19867,31155315,97%,0,7.0,7.0,1,0,2,39.97586,116.30634,1,1,1,1.0,1,1.0,0,131.00,1,0.00,1,30,60,90,91,6,6,2019-01-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,7,0,7,0,1.38
19870,19870,31156470,96%,0,27.0,27.0,1,0,2,39.90119,116.32865,1,0,4,1.0,2,2.0,0,559.00,1,0.00,1,17,47,77,352,4,4,2019-01-01,95.0,10.0,10.0,10.0,9.0,9.0,9.0,1,0,1,0,0,26,25,1,0,0.85
19872,19872,31156571,100%,0,7.0,7.0,1,0,1,39.93562,116.37539,0,0,6,1.0,3,3.0,0,491.00,6,0.00,1,12,37,67,308,13,13,2019-01-18,92.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,0,7,7,0,0,3.15
19875,19875,31156846,100%,1,2.0,2.0,1,0,0,39.94614,116.39943999999998,1,1,2,1.0,1,1.0,0,290.00,1,0.00,1,18,48,78,231,16,16,2019-01-12,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,2,0,2,0,3.69
19876,19876,31157144,100%,0,14.0,14.0,1,0,3,39.87025,116.4535,0,0,8,1.0,3,5.0,0,498.00,1,0.00,1,30,60,90,365,1,1,2019-01-01,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,0,1,0,0,14,12,2,0,0.21
19877,19877,31157579,100%,1,37.0,37.0,1,0,2,39.9583,116.35423,1,0,2,1.0,1,1.0,0,491.00,2,50.00,1,23,53,83,358,9,9,2019-01-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,36,36,0,0,2.0
19878,19878,31157681,100%,1,4.0,4.0,1,0,1,39.89895,116.38018999999998,1,0,5,1.0,2,3.0,0,435.00,1,0.00,1,1,7,26,116,12,12,2019-01-01,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,4,4,0,0,2.54
19880,19880,31158613,100%,0,8.0,8.0,1,0,9,39.83609000000001,116.37184,0,0,1,1.0,0,1.0,0,297.00,1,0.00,1,26,56,86,361,5,5,2019-01-01,96.0,9.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,8,8,0,0,1.06
19881,19881,31158773,100%,1,2.0,2.0,1,0,8,40.00616,116.66647,1,0,3,1.0,1,1.0,0,345.00,1,0.00,1,30,60,90,180,11,11,2019-01-01,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,2,0,0,2,2,0,0,2.32
19882,19882,31159335,100%,0,38.0,38.0,1,0,8,39.90911,116.66562,1,0,4,1.0,2,2.0,0,449.00,1,0.00,1,30,60,90,365,1,1,2019-01-01,100.0,10.0,6.0,8.0,10.0,10.0,10.0,1,0,2,0,0,38,38,0,0,0.21
19883,19883,31159521,100%,0,1.0,1.0,1,0,1,39.87279,116.36157,0,1,1,1.0,1,1.0,0,249.00,1,0.00,1,14,44,74,349,2,2,2019-02-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0,0,1,0,1,0,0.61
19884,19884,31159579,100%,0,28.0,28.0,1,0,3,39.96986,116.38904,0,0,4,1.0,2,2.0,0,380.00,1,0.00,1,23,53,83,84,2,2,2019-03-21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,27,27,0,0,0.97
19887,19887,31159961,98%,1,14.0,14.0,1,0,2,39.92765,116.31028,1,0,5,1.0,2,3.0,0,297.00,1,0.00,1,0,0,25,300,2,2,2019-02-10,90.0,9.0,9.0,9.0,10.0,10.0,10.0,1,0,2,0,0,14,14,0,0,0.59
19888,19888,31160106,100%,0,38.0,38.0,1,0,8,39.91778,116.65579,1,0,2,1.0,1,1.0,0,553.00,1,0.00,1,30,60,90,365,1,1,2019-04-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,38,38,0,0,0.88
19889,19889,31160321,98%,1,14.0,14.0,1,0,2,39.90888,116.2945,1,0,8,1.0,2,4.0,0,331.00,1,0.00,1,30,59,89,364,12,12,2019-01-13,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,14,14,0,0,2.77
19891,19891,31160883,100%,0,38.0,38.0,1,0,3,39.92547,116.61656,1,0,2,1.0,1,1.0,0,387.00,1,0.00,1,29,59,89,364,1,1,2019-02-11,40.0,8.0,10.0,10.0,10.0,8.0,6.0,0,0,2,0,0,38,38,0,0,0.3
19893,19893,31162134,100%,0,7.0,7.0,1,1,1,39.94511,116.38042,0,0,2,1.0,1,1.0,0,270.00,1,60.00,1,30,60,90,365,6,6,2019-03-11,87.0,9.0,9.0,9.0,9.0,9.0,9.0,0,0,1,0,0,7,6,1,0,2.5
19894,19894,31162302,100%,0,22.0,22.0,1,0,9,39.83939,116.28442,0,0,2,1.0,1,1.0,0,207.00,1,0.00,30,30,60,90,365,1,1,2018-12-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,22,22,0,0,0.21
19896,19896,31163608,100%,0,29.0,29.0,1,0,2,39.95572,116.33231,1,0,4,1.0,2,2.0,0,498.00,1,0.00,1,14,19,48,318,4,4,2019-01-01,80.0,10.0,8.0,10.0,10.0,10.0,9.0,1,0,1,0,0,22,9,13,0,0.85
19897,19897,31165350,100%,1,23.0,23.0,1,0,3,39.88808,116.46372,0,1,1,1.0,1,1.0,0,159.00,1,0.00,1,29,59,89,89,5,5,2019-01-26,96.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,2,0,0,23,0,23,0,1.28
19898,19898,31165753,100%,1,4.0,4.0,1,0,1,39.86984,116.37137,0,0,4,1.0,1,2.0,0,249.00,2,50.00,1,11,18,44,225,22,22,2019-01-01,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,2,0,0,4,4,0,0,4.68
19899,19899,31166698,100%,1,23.0,23.0,1,0,3,39.88806,116.4644,0,1,1,1.0,1,1.0,0,159.00,1,0.00,1,30,60,90,90,1,1,2019-01-28,100.0,8.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,23,0,23,0,0.26
19901,19901,31166967,100%,1,23.0,23.0,1,0,3,39.88767,116.46439,0,1,2,1.0,1,1.0,0,180.00,1,0.00,1,30,60,90,90,1,1,2019-02-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,23,0,23,0,0.3
19903,19903,31174727,100%,1,27.0,27.0,1,1,3,39.98656,116.47367,0,0,4,1.0,2,2.0,0,588.00,1,0.00,1,24,54,84,359,6,6,2019-02-05,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,2,0,0,27,14,13,0,1.7
19906,19906,31176860,100%,0,3.0,3.0,1,0,3,39.91719000000001,116.49011000000002,1,0,2,1.0,1,1.0,0,498.00,1,0.00,2,19,49,79,80,2,2,2019-02-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,3,3,0,0,0.62
19910,19910,31177525,100%,1,25.0,25.0,1,1,1,39.92537,116.37391,0,0,4,1.0,2,2.0,0,588.00,2,80.00,1,27,57,87,362,8,8,2019-01-12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,22,22,0,0,1.85
19911,19911,31177669,100%,1,25.0,25.0,1,1,1,39.92681,116.37426,1,0,4,1.0,1,2.0,0,491.00,1,40.00,1,29,59,89,364,15,15,2019-01-06,89.0,9.0,9.0,9.0,10.0,10.0,9.0,1,0,1,0,0,22,22,0,0,3.31
19912,19912,31178081,100%,1,30.0,30.0,1,0,3,39.9047,116.44137,1,0,2,1.0,1,1.0,0,297.00,1,0.00,1,20,46,76,175,15,15,2019-01-15,96.0,10.0,9.0,9.0,10.0,9.0,9.0,1,0,1,0,0,23,23,0,0,3.54
19913,19913,31178601,10%,0,9.0,9.0,1,0,1,39.92165,116.35754,1,2,1,2.0,1,1.0,0,97.00,1,0.00,3,30,60,90,91,1,1,2019-02-09,80.0,8.0,4.0,10.0,10.0,10.0,8.0,0,0,0,0,0,5,0,0,5,0.29
19914,19914,31178677,100%,0,1.0,1.0,1,0,1,39.88666,116.34211,1,0,2,1.0,0,1.0,0,242.00,1,0.00,1,10,11,11,11,14,14,2019-01-13,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,1,1,0,0,3.26
19915,19915,31178713,100%,0,2.0,2.0,1,0,3,39.89761,116.47031,1,1,2,1.0,1,1.0,0,277.00,1,0.00,1,24,54,84,85,8,8,2019-01-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,2,0,2,0,1.89
19916,19916,31178720,97%,1,29.0,29.0,1,0,0,39.89975,116.41461,1,0,5,1.0,2,3.0,0,989.00,1,0.00,1,24,49,79,80,2,2,2019-01-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,29,29,0,0,0.47
19917,19917,31178771,100%,0,2.0,2.0,1,0,3,39.89758,116.4695,0,1,2,1.0,1,1.0,0,353.00,1,0.00,2,26,56,86,87,1,1,2019-04-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,2,0,2,0,0.67
19918,19918,31179001,100%,0,1.0,1.0,1,0,7,40.06622,116.31404,1,0,4,1.0,2,2.0,0,497.00,1,100.00,1,30,60,71,71,2,2,2019-01-12,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0,0,0,1,1,0,0,0.46
19920,19920,31179650,100%,0,29.0,29.0,1,0,2,39.95674,116.33273,1,1,2,1.0,1,1.0,0,290.00,1,0.00,1,15,42,72,342,3,3,2019-01-26,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,1,0,0,22,9,13,0,0.78
19921,19921,31179672,100%,1,13.0,13.0,1,0,3,39.91782,116.47014,0,0,4,1.0,2,2.0,0,325.00,1,0.00,1,5,35,65,66,2,2,2018-12-31,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0,0,0,6,4,2,0,0.42
19922,19922,31179799,100%,0,9.0,9.0,1,0,2,39.95256,116.28842,1,1,2,2.0,1,1.0,0,256.00,1,0.00,1,30,59,89,89,6,6,2019-01-03,93.0,10.0,10.0,9.0,10.0,10.0,9.0,1,0,2,0,0,8,0,8,0,1.29
19923,19923,31179874,100%,0,29.0,29.0,1,0,2,39.95575,116.33122,1,1,2,1.0,1,1.0,0,290.00,2,0.00,1,14,41,71,247,4,4,2019-02-20,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,0,22,9,13,0,1.32
19924,19924,31179967,100%,0,9.0,9.0,1,0,2,39.95092,116.28868,1,1,2,2.0,1,1.0,0,256.00,1,0.00,1,19,49,79,79,9,9,2019-01-01,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,1,0,0,8,0,8,0,1.9
19925,19925,31180047,100%,0,9.0,9.0,1,0,2,39.9522,116.28905,1,1,2,2.0,1,2.0,0,256.00,1,0.00,1,29,59,89,89,5,5,2019-01-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,8,0,8,0,1.06
19926,19926,31180105,100%,0,9.0,9.0,1,0,2,39.95213,116.28743,1,1,1,2.0,1,1.0,0,200.00,1,0.00,1,6,22,52,52,10,10,2019-01-08,98.0,10.0,10.0,9.0,10.0,10.0,10.0,1,0,1,0,0,8,0,8,0,2.22
19927,19927,31180332,100%,1,33.0,33.0,1,1,3,40.00289,116.41498,1,1,4,1.0,1,2.0,0,221.00,2,50.00,1,24,54,84,85,6,6,2019-01-02,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,31,6,25,0,1.29
19928,19928,31180456,100%,1,13.0,13.0,1,0,3,39.91721,116.47038,0,1,2,1.0,1,1.0,0,187.00,1,0.00,1,4,34,64,65,3,3,2018-12-31,93.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,0,0,0,6,4,2,0,0.63
19930,19930,31180578,100%,0,21.0,21.0,1,0,3,39.9278,116.45678,1,0,4,1.0,1,2.0,0,498.00,1,0.00,1,22,52,82,357,12,12,2018-12-31,85.0,9.0,8.0,9.0,10.0,10.0,9.0,1,0,1,0,0,20,20,0,0,2.54
19931,19931,31180753,100%,0,22.0,22.0,1,0,9,39.83731,116.28377,0,0,2,1.0,0,1.0,0,207.00,1,0.00,30,30,60,90,365,2,2,2019-02-23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,22,22,0,0,0.67
19933,19933,31180895,100%,1,33.0,33.0,1,1,3,40.00326,116.41376,1,1,2,1.0,1,1.0,0,187.00,1,0.00,1,28,58,88,89,7,7,2019-01-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,31,6,25,0,1.83
19934,19934,31180909,100%,1,13.0,13.0,1,0,3,39.91857,116.46948,0,1,2,1.0,1,1.0,0,166.00,1,0.00,1,4,34,64,339,3,3,2018-12-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,6,4,2,0,0.63
19935,19935,31181370,100%,0,2.0,2.0,1,0,1,39.88553,116.38655,0,0,3,1.0,1,1.0,0,498.00,1,0.00,1,9,39,69,344,1,1,2019-05-04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,2,2,0,0,1.0
19937,19937,31182040,100%,0,4.0,4.0,1,0,11,39.52482,116.32541,1,0,2,1.0,1,1.0,0,235.00,1,0.00,1,30,60,90,270,2,2,2019-03-11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0,0,4,4,0,0,0.82
19939,19939,31182404,100%,0,21.0,21.0,1,0,9,39.83873,116.2855,0,0,2,1.0,0,1.0,0,207.00,1,0.00,30,30,60,90,365,1,1,2018-12-31,100.0,10.0,10.0,10.0,10.0,6.0,10.0,1,0,1,0,0,21,21,0,0,0.21
19940,19940,31182631,100%,0,21.0,21.0,1,0,9,39.83723,116.28354,0,0,2,1.0,0,1.0,0,207.00,1,0.00,30,30,60,90,365,1,1,2019-02-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,21,21,0,0,0.29
19941,19941,31182769,97%,0,7.0,7.0,1,0,2,39.97746,116.30621,1,1,1,1.0,0,1.0,0,187.00,1,0.00,1,0,19,49,140,4,4,2019-01-10,75.0,7.0,8.0,9.0,9.0,10.0,8.0,1,0,2,0,0,7,0,7,0,0.91
19942,19942,31182999,,0,1.0,1.0,1,0,3,39.9008,116.45267,0,0,4,1.0,1,2.0,0,401.00,1,0.00,1,0,0,0,0,1,1,2019-02-09,100.0,10.0,6.0,10.0,6.0,8.0,6.0,0,0,0,0,0,1,1,0,0,0.29
19943,19943,31183290,100%,1,16.0,16.0,1,0,3,39.94121,116.45549,1,0,6,1.0,2,3.0,0,526.00,1,0.00,1,17,43,73,74,30,30,2018-12-30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,16,15,1,0,6.29
19944,19944,31183776,100%,0,4.0,4.0,1,1,2,39.95406,116.30696,0,2,2,1.0,1,1.0,0,235.00,1,0.00,1,1,14,44,135,5,5,2019-01-03,88.0,9.0,10.0,8.0,10.0,10.0,9.0,1,0,2,0,0,4,2,0,2,1.08
19945,19945,31184359,100%,1,15.0,15.0,1,0,2,39.99944,116.35383,1,0,7,1.0,2,6.0,0,609.00,5,88.00,1,22,52,82,357,2,2,2019-01-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,13,13,0,0,0.47
19947,19947,31184932,100%,1,1.0,1.0,1,0,2,39.99552,116.33742,1,0,2,1.0,1,1.0,0,360.00,1,0.00,1,15,43,73,164,35,35,2019-01-01,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,1,1,0,0,7.45
19948,19948,31185548,100%,0,4.0,4.0,1,0,8,39.901,116.67365,1,1,1,1.0,1,1.0,0,90.00,1,0.00,1,10,40,70,345,3,3,2019-01-11,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,0,0,0,0,4,0,4,0,0.68
19949,19949,31185624,100%,1,4.0,4.0,1,0,3,39.88632,116.47437,0,0,4,1.0,1,3.0,0,539.00,4,50.00,1,18,38,68,68,14,14,2019-01-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,2,1,1,0,2.98
19950,19950,31185631,100%,0,7.0,7.0,1,0,8,39.91533,116.6589,1,0,2,2.0,1,1.0,0,290.00,1,0.00,1,18,48,78,79,20,20,2019-01-08,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,1,0,0,6,6,0,0,4.48
19951,19951,31185662,100%,1,5.0,5.0,1,0,0,39.94418,116.42462,0,0,2,1.0,1,1.0,0,311.00,1,0.00,1,13,38,50,50,53,53,2019-01-02,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,0,5,5,0,0,11.36
19953,19953,31185799,100%,0,4.0,4.0,1,0,8,39.9009,116.67526,1,1,1,1.0,1,1.0,0,76.00,1,0.00,1,30,60,90,365,3,3,2019-02-16,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,2,0,0,4,0,4,0,0.94
19955,19955,31186173,100%,0,7.0,7.0,1,0,4,40.37194,116.89435,1,1,2,1.0,1,2.0,0,186.00,1,0.00,1,29,59,89,364,2,2,2018-12-31,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,2,0,0,7,0,7,0,0.42
19957,19957,31186948,100%,0,8.0,8.0,1,0,7,40.06936,116.30928,0,1,2,1.0,0,1.0,0,186.00,1,0.00,1,30,39,62,337,1,1,2019-01-21,60.0,6.0,6.0,6.0,10.0,10.0,6.0,1,0,2,0,0,8,0,6,2,0.25
19958,19958,31187088,100%,0,8.0,8.0,1,0,7,40.06802,116.31058,0,1,2,1.0,0,1.0,0,186.00,1,0.00,1,30,39,62,337,1,1,2019-05-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,2,0,0,8,0,6,2,1.0
19960,19960,31193041,100%,0,1.0,1.0,1,0,3,39.98423,116.43673,0,1,2,1.0,1,1.0,0,277.00,1,0.00,1,22,36,66,341,7,7,2019-04-04,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,2,0,0,1,0,1,0,4.38
