,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2
3993,96.53,0,1,1,1,0,39.85425,116.40813,1,5,1.0,3,3,1,0,2,30,60,90,365,1,1,227.0,100,10,10,10,10,8,10,1,0,0,1,1,0,0,0.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1743,90.0,0,6,6,1,1,39.89389,116.59664,0,2,1.0,1,1,1,0,1,29,59,89,364,11,1,863.0,93,9,9,9,9,9,9,1,0,0,5,5,0,0,0.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6861,100.0,0,2,2,1,0,39.8684,116.46382,0,2,1.0,1,1,1,0,1,30,60,90,365,2,2,340.0,100,10,10,10,10,9,8,1,0,0,2,2,0,0,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8211,100.0,0,9,9,1,0,39.98674000000001,116.47385,1,2,1.0,1,1,1,0,1,10,40,70,71,48,48,282.0,91,9,9,9,10,9,9,0,0,0,9,9,0,0,5.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8204,100.0,0,1,1,1,0,39.89449000000001,116.47698000000001,0,2,1.0,1,1,1,0,1,10,37,67,68,65,65,290.0,99,10,10,10,10,10,10,1,0,0,1,0,1,0,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2903,100.0,1,6,6,1,1,39.88765,116.46767,0,6,1.0,2,2,4,40,1,11,37,67,324,81,38,663.0,98,10,9,10,10,10,9,1,0,0,6,6,0,0,3.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7908,97.0,0,12,12,1,0,39.97426,116.42126999999999,0,4,1.0,2,2,1,0,1,29,59,89,364,3,3,290.0,93,9,10,10,9,10,9,1,0,0,12,12,0,0,0.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9251,100.0,0,5,5,1,0,39.76036,116.58446,1,6,2.0,3,3,1,0,1,29,59,89,364,3,3,65.0,100,10,10,10,10,10,10,1,0,0,4,4,0,0,1.34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8892,100.0,1,9,9,1,0,39.91583,116.51266000000001,1,2,1.0,1,2,1,0,1,30,60,90,365,4,4,252.0,100,10,10,10,10,10,10,1,0,0,5,0,4,1,0.47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5396,100.0,0,13,13,1,0,40.43318,116.53878999999999,0,4,2.0,2,3,1,0,1,30,60,90,365,2,2,234.0,100,10,10,9,9,9,9,1,0,0,11,9,2,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4766,98.0,0,22,22,1,1,39.93991,116.44718999999999,0,2,1.0,1,1,1,0,1,29,59,89,364,3,2,443.0,100,10,10,10,10,9,9,1,0,0,21,21,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15150,97.0,1,9,9,1,0,40.11373,116.61039,1,2,1.0,1,1,1,0,1,27,57,85,360,8,8,48.0,88,9,10,9,10,10,10,1,0,0,9,5,3,1,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
7414,100.0,1,3,3,1,1,39.92773,116.43732,0,2,1.0,1,1,2,40,1,21,36,62,150,22,22,310.0,96,10,10,10,10,10,10,1,0,0,3,1,2,0,2.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1769,100.0,0,16,16,1,1,39.93854,116.38968999999999,0,4,1.0,1,2,2,60,1,18,38,60,333,37,10,759.0,94,10,9,10,10,10,9,1,0,0,16,8,8,0,1.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4199,100.0,1,2,2,1,1,39.879020000000004,116.46758,0,2,1.0,1,1,1,0,1,26,56,86,86,44,39,408.0,96,10,10,10,10,9,10,1,0,0,2,0,2,0,3.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
13802,100.0,1,5,5,1,0,39.96824,116.44958999999999,1,2,1.0,1,1,1,0,1,29,59,89,364,8,8,79.0,98,10,10,10,10,10,10,1,0,0,5,5,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6836,96.0,1,10,10,1,1,39.93813,116.40221000000001,0,2,1.0,1,1,2,150,2,7,8,13,20,24,24,324.0,94,10,10,10,10,10,10,0,0,0,9,3,6,0,2.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6053,100.0,0,2,2,1,0,39.90499000000001,116.64171999999999,1,1,1.0,1,1,1,0,1,30,60,90,181,8,8,53.0,100,10,10,10,10,10,10,1,0,0,2,0,2,0,4.44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
9953,100.0,0,3,3,1,0,39.82026,116.3134,0,4,1.0,2,2,1,0,2,25,55,85,85,2,2,180.0,100,10,10,10,10,10,10,0,0,0,3,3,0,0,0.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6713,100.0,0,17,17,1,0,39.9875,116.34127,0,2,1.0,0,1,2,0,1,29,59,89,364,7,7,353.0,97,9,10,9,9,9,9,1,0,0,17,10,6,1,0.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10077,86.0,0,7,7,1,0,40.04649000000001,116.58847,0,2,1.0,1,2,1,0,1,30,60,90,365,1,1,61.0,100,6,8,6,6,4,6,1,0,0,4,0,4,0,0.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6500,100.0,0,10,10,1,0,39.72517,116.16906999999999,1,2,1.0,1,1,2,0,1,28,58,88,88,4,4,324.0,100,10,10,10,10,10,10,1,0,0,10,10,0,0,0.37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6486,95.0,0,11,11,1,0,39.95087,116.3695,0,2,1.0,0,1,1,0,1,29,59,89,180,10,10,351.0,86,9,8,10,10,10,9,1,0,0,11,11,0,0,0.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
9634,100.0,1,12,12,1,0,39.93526,116.38819,0,5,1.0,1,3,3,98,1,12,40,70,71,7,7,198.0,86,9,9,9,9,9,9,1,0,0,12,8,4,0,1.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16018,100.0,0,1,1,1,0,40.030809999999995,116.2825,1,2,1.0,1,1,1,0,3,13,13,13,214,4,4,23.0,100,10,10,10,10,10,9,1,0,0,1,0,1,0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16257,100.0,0,2,2,1,0,39.96552,116.49277,1,2,1.0,1,2,1,0,1,29,59,89,364,1,1,16.0,100,10,10,10,10,10,10,0,0,0,2,2,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7654,100.0,0,8,8,1,0,39.86872,116.45515,0,2,1.0,0,1,2,78,1,0,0,7,282,28,28,310.0,94,10,10,10,10,10,10,1,0,0,8,4,4,0,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
11957,97.0,1,29,29,1,0,39.92158,116.36475,1,4,1.0,2,2,1,0,1,27,57,87,178,1,1,55.0,100,10,10,10,10,10,10,0,0,0,29,29,0,0,0.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
10309,50.0,0,2,2,1,0,39.9101,116.47278999999999,1,4,2.0,2,2,1,0,1,0,0,0,0,9,9,203.0,85,9,8,8,8,9,9,0,0,0,2,2,0,0,1.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16898,100.0,0,4,4,1,0,40.003859999999996,116.46072,1,2,1.0,1,1,1,0,1,28,58,88,363,2,2,16.0,80,10,9,9,10,9,7,1,0,0,4,0,3,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16816,100.0,0,3,3,1,0,40.4134,115.97408999999999,1,2,1.0,1,2,1,0,1,30,60,90,365,1,1,19.0,100,10,10,10,10,10,10,1,0,0,2,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5049,100.0,0,34,34,1,0,39.98356,116.43066,0,4,1.0,2,2,4,0,1,20,50,80,355,8,8,304.0,93,10,10,10,10,10,10,1,0,0,34,34,0,0,0.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
10554,100.0,1,42,42,1,0,39.89942,116.26874,1,8,1.0,2,4,6,50,1,29,59,89,364,2,2,70.0,100,10,9,10,10,10,10,1,0,0,41,41,0,0,0.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
709,100.0,0,5,5,1,1,39.89948,116.47261,0,2,1.0,1,1,2,80,1,0,0,0,0,52,11,1094.0,97,10,10,10,10,10,10,1,0,0,3,3,0,0,1.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
280,100.0,0,6,6,1,0,39.92514,116.37191999999999,0,2,1.0,1,1,1,150,1,23,53,83,358,35,2,1045.0,94,10,9,10,10,10,9,0,1,1,4,0,4,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
13271,100.0,0,7,7,1,0,40.03664000000001,116.41813,0,4,1.0,2,2,1,0,1,30,60,90,365,6,6,37.0,100,10,10,10,10,10,10,1,0,0,7,7,0,0,4.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6971,100.0,0,1,1,1,0,39.97814,116.31029,1,1,1.0,0,1,1,0,1,30,60,90,181,1,1,337.0,100,8,8,10,10,10,10,1,0,0,1,0,1,0,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10774,100.0,1,35,35,1,0,39.90658,116.44863000000001,0,2,1.0,1,1,2,0,1,13,37,67,68,32,32,191.0,98,10,10,10,10,10,10,0,0,0,31,31,0,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16524,100.0,0,2,2,1,0,39.901109999999996,116.48803999999998,1,3,1.0,1,1,1,0,1,30,60,90,91,3,3,27.0,100,10,10,10,10,10,10,0,0,0,2,2,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6380,100.0,1,6,6,1,1,39.92285,116.50223000000001,0,4,1.0,1,2,1,0,1,25,55,85,360,47,47,363.0,99,10,10,10,10,10,10,1,0,0,3,3,0,0,3.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5741,100.0,0,3,3,1,0,39.90033,116.40482,0,7,1.0,2,4,1,0,1,18,36,65,66,2,2,131.0,90,10,10,10,10,10,10,1,0,0,3,3,0,0,0.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9264,100.0,1,8,8,1,0,39.92927,116.50996,0,2,1.0,1,1,1,0,1,29,59,89,209,3,3,120.0,100,10,10,10,10,10,10,1,0,0,8,8,0,0,0.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15815,100.0,0,8,8,1,0,39.881609999999995,116.45395,0,2,1.0,0,1,1,0,1,30,60,90,91,2,2,41.0,100,10,10,10,10,10,10,1,0,0,7,7,0,0,1.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
13105,100.0,0,5,5,1,0,39.940020000000004,116.31166,1,4,1.5,2,2,4,100,1,25,29,29,29,22,22,106.0,98,10,10,10,10,10,10,1,0,0,3,3,0,0,6.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
12290,100.0,0,2,2,1,0,39.92666,116.61095,0,2,1.5,1,1,1,0,2,0,0,0,0,1,1,119.0,100,10,10,10,10,10,10,0,0,0,2,0,2,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4544,75.0,0,7,7,1,0,40.00114,116.34106000000001,0,2,1.0,1,1,1,0,1,21,51,81,356,2,1,461.0,60,6,10,6,6,10,6,0,0,0,7,1,3,3,0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
5569,100.0,0,1,1,1,0,40.00775,116.40306000000001,0,6,2.0,3,4,1,0,1,22,47,75,81,7,5,385.0,86,9,9,10,10,9,8,0,0,0,1,1,0,0,0.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14648,92.0,0,25,25,1,0,39.94329000000001,116.39577,0,2,1.0,1,1,1,0,1,26,56,86,87,2,2,55.0,100,10,10,10,10,10,10,1,0,0,23,16,7,0,1.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
12983,100.0,0,8,8,1,0,39.89588,116.33685,0,3,1.0,0,2,1,0,1,0,0,0,0,2,2,121.0,70,7,7,8,8,9,9,1,0,0,8,3,3,2,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4210,96.53,0,1,1,1,0,39.94289000000001,116.47323,0,1,1.0,1,1,1,0,1,30,60,90,365,5,1,500.0,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
957,100.0,0,1,1,1,0,39.91973,116.58531,1,2,1.0,1,1,1,0,1,23,53,83,108,9,9,86.0,96,10,10,10,10,10,10,0,0,0,1,1,0,0,3.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3963,75.0,1,2,2,1,1,39.91084,116.4958,0,1,1.0,1,1,1,50,1,0,0,18,293,38,13,565.0,100,10,10,10,10,10,10,0,0,0,1,0,1,0,2.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
585,100.0,0,4,4,1,1,39.93972,116.39228999999999,0,2,1.0,1,1,1,289,1,29,51,81,356,10,0,1151.0,94,10,10,10,10,10,9,0,0,0,4,0,4,0,0.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16573,100.0,0,1,1,1,0,39.7909,116.50851000000002,0,6,3.0,3,2,7,300,1,29,59,89,179,1,1,13.0,100,10,10,10,10,10,10,0,0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7441,100.0,1,3,3,1,0,39.889379999999996,116.69608999999998,1,2,1.0,1,1,2,50,1,27,57,87,87,21,21,317.0,98,10,10,10,10,9,10,1,0,0,3,1,2,0,1.97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17207,92.0,0,25,25,1,0,39.942190000000004,116.39668,0,2,1.0,1,1,1,0,1,27,57,87,88,1,1,3.0,100,10,10,10,10,10,10,1,0,0,23,16,7,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1972,96.53,0,1,1,1,0,40.664,117.18271999999999,0,5,1.0,2,2,1,0,1,0,0,0,0,6,0,653.0,96,10,10,9,10,10,10,1,0,0,1,1,0,0,0.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16215,100.0,0,13,13,1,0,40.123709999999996,116.61417,1,2,1.0,1,1,1,0,1,29,59,89,364,2,2,23.0,100,10,10,10,10,10,9,1,0,0,13,13,0,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2750,40.0,0,25,25,1,0,39.89139,116.40808,1,2,1.0,1,1,1,0,1,0,0,0,140,3,1,505.0,80,10,8,10,10,10,8,0,0,0,25,25,0,0,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1548,100.0,0,6,6,1,1,39.92935,116.41633,0,2,1.0,1,1,1,0,1,23,48,78,79,25,10,858.0,91,10,9,10,10,9,9,1,0,0,6,1,5,0,0.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1410,100.0,0,4,4,1,1,39.93202,116.42106000000001,0,2,1.0,1,1,1,0,1,15,29,52,52,96,33,933.0,94,10,9,10,10,10,10,1,0,0,4,1,3,0,3.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
12909,100.0,0,4,4,1,0,39.93072,116.46516000000001,1,4,1.0,2,2,1,0,1,25,55,85,86,2,2,105.0,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10277,94.0,0,66,66,1,0,39.989940000000004,116.47921000000001,1,2,1.0,0,1,1,0,1,26,56,86,361,2,2,192.0,60,8,7,7,7,9,7,0,0,0,66,66,0,0,0.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10171,100.0,1,1,1,1,0,39.89278,116.45517,0,2,1.0,1,1,1,0,2,25,55,85,86,11,11,226.0,100,10,10,10,10,10,10,1,0,0,1,0,1,0,1.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
8102,96.53,0,1,1,1,0,39.96042,116.44725,1,2,1.0,1,1,1,0,1,0,0,0,0,2,2,283.0,100,9,10,9,10,10,10,1,0,0,1,0,1,0,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5591,100.0,0,11,11,1,0,39.91988,116.44136999999999,1,2,1.0,1,1,2,0,1,30,60,90,365,3,0,409.0,87,9,10,10,10,10,9,0,0,0,11,11,0,0,0.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4101,100.0,0,7,7,1,0,39.9296,116.45612,0,4,1.0,2,2,1,0,1,27,57,87,88,9,4,512.0,98,10,10,10,10,10,10,1,0,0,6,3,3,0,0.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3553,100.0,1,8,8,1,0,39.841409999999996,116.29672,0,2,1.0,1,1,1,0,2,30,60,90,180,5,1,471.0,100,10,10,10,10,10,10,0,0,0,8,3,3,2,0.32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
483,95.0,0,10,10,1,1,39.9111,116.45947,0,2,2.0,1,1,1,0,2,0,29,59,334,4,0,1198.0,55,7,7,9,8,7,7,0,0,0,10,0,4,6,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
9697,100.0,0,1,1,1,0,39.90256,116.12296,0,4,2.0,2,2,1,0,1,15,45,70,160,12,12,230.0,98,10,10,10,10,9,10,1,0,0,1,1,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
6300,100.0,0,2,2,1,0,40.37932,116.5869,0,10,4.0,4,5,1,0,1,30,60,90,365,4,3,366.0,100,10,9,10,10,10,9,1,0,0,2,2,0,0,0.33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
883,47.0,0,9,9,1,0,39.89307,116.41783999999998,1,4,1.0,2,2,1,0,1,30,60,90,365,18,14,969.0,94,10,10,10,10,10,10,0,0,0,9,8,1,0,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
792,100.0,0,3,3,1,1,39.93289,116.31006000000001,0,5,1.0,1,3,1,0,2,30,60,90,365,2,0,718.0,80,7,7,9,10,8,7,0,0,0,3,1,1,1,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16636,100.0,0,7,7,1,0,39.86837,116.45485,0,3,1.0,1,2,2,50,1,18,48,78,169,1,1,16.0,100,10,10,10,10,10,10,1,0,0,7,7,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6893,100.0,0,6,6,1,0,39.74883,116.55953000000001,0,2,1.0,1,1,1,0,1,30,60,90,365,25,25,347.0,96,10,9,10,10,9,9,1,0,0,6,6,0,0,2.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5151,96.53,0,1,1,1,0,39.72144,116.12228999999999,0,2,1.0,0,1,1,0,1,30,60,90,365,2,0,453.0,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6057,100.0,0,4,4,1,1,40.14894,116.28823999999999,1,8,1.0,2,4,1,0,1,27,57,87,362,2,1,365.0,100,10,10,10,10,8,10,0,0,0,4,4,0,0,0.16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15942,100.0,0,1,1,1,0,40.06505,116.75923999999999,0,16,2.0,5,11,1,0,1,28,58,88,363,4,4,30.0,100,10,10,10,10,10,10,1,0,0,1,0,1,0,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
7001,33.0,0,4,4,1,0,40.175090000000004,116.42596999999999,0,2,2.0,1,1,2,60,1,29,59,89,179,1,1,332.0,100,10,10,10,10,10,10,0,0,0,4,0,4,0,0.09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
16861,100.0,0,5,5,1,1,39.90821,116.31128999999999,1,3,1.0,1,2,1,0,1,12,42,72,347,1,1,16.0,80,10,10,10,10,10,8,1,0,0,5,4,1,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
14101,100.0,0,3,3,1,0,39.94593,116.4163,1,2,1.0,1,1,2,0,1,29,59,89,364,4,4,75.0,70,7,7,8,8,7,7,1,0,0,3,3,0,0,1.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
14383,100.0,1,3,3,1,0,39.927929999999996,116.42211,0,3,1.0,2,2,1,0,1,16,42,72,347,7,7,72.0,97,9,10,10,10,9,9,1,0,0,3,3,0,0,2.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5018,100.0,0,16,16,1,0,40.65893,117.24266999999999,0,3,1.0,1,3,1,0,1,12,12,12,12,1,0,373.0,100,10,10,10,10,10,10,1,0,0,16,1,15,0,0.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2119,50.0,0,6,6,1,0,40.03338,116.48168000000001,0,2,1.0,0,1,1,0,1,0,0,0,0,2,0,750.0,90,9,9,10,10,8,9,1,0,0,4,1,3,0,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
13023,100.0,0,2,2,1,0,39.89914,116.47048000000001,1,11,2.0,3,6,1,0,1,23,48,75,350,8,8,119.0,80,8,8,9,9,9,8,1,0,0,2,2,0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
8239,96.53,0,1,1,1,0,39.91591,116.60536,1,2,1.0,1,1,1,50,1,29,59,89,364,1,1,227.0,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
13185,100.0,1,17,17,1,1,39.99757,116.4124,0,4,1.0,2,2,1,0,1,30,60,90,365,5,5,75.0,88,8,8,10,9,10,9,1,0,0,16,16,0,0,1.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6373,100.0,1,5,5,1,0,40.00059,116.35229,0,1,1.0,1,1,1,99,2,27,57,87,178,9,9,364.0,100,10,10,10,10,10,10,1,0,0,5,0,3,2,0.74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
16706,100.0,1,5,5,1,0,39.89441,116.37508000000001,0,4,1.0,0,2,1,0,1,16,42,69,106,1,1,7.0,100,10,10,10,10,10,10,1,0,0,5,5,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2717,100.0,0,3,3,1,0,40.10522,117.19115,0,4,1.0,2,2,1,0,1,29,59,89,179,2,1,416.0,80,8,8,10,10,10,9,1,0,0,3,3,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
