,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2,Distance,subwayDistance
11037,29947401,100.0,1,12,12,1,0,39.8969,116.41821000000002,0,6,2.0,2,3,678,4,40,1,24,53,83,358,12,12,187,93,10,9,10,10,10,10,1,0,0,12,12,0,0,1.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.152,0.44
11038,29947437,100.0,1,6,6,1,0,39.868970000000004,116.29685,0,2,1.0,1,1,180,1,0,1,0,0,2,2,1,1,173,100,10,10,10,10,10,10,1,0,0,6,4,2,0,0.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10.819,0.328
11039,29949182,100.0,1,10,10,1,1,39.87522,116.46761000000001,0,4,1.0,1,2,338,1,0,1,24,54,84,84,5,5,182,92,10,9,10,10,10,9,0,0,0,8,4,4,0,0.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8.647,0.571
11040,29949324,100.0,1,10,10,1,1,39.87684,116.46741000000002,0,2,1.0,1,1,166,1,0,1,26,56,64,64,4,4,151,100,10,10,10,10,10,10,0,0,0,8,4,4,0,0.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8.509,0.576
11041,29950496,100.0,0,4,4,1,0,39.86822,116.29663000000001,1,6,1.0,2,3,456,1,50,1,27,57,87,87,1,1,17,100,10,10,10,10,10,10,1,0,0,4,4,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10.886,0.256
11042,29951879,100.0,0,10,10,1,0,39.93241,116.64169,1,2,1.0,1,1,131,2,60,1,30,60,90,365,2,2,184,100,10,9,9,10,9,9,0,0,0,10,0,10,0,0.32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,20.980999999999998,0.656
11043,29952492,98.0,0,33,33,1,0,39.89555,116.43059,1,4,1.0,1,2,429,1,0,1,30,60,90,214,12,12,186,90,9,9,9,9,10,9,1,0,0,19,19,0,0,1.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4.852,0.35
11044,29952981,93.0,0,18,18,1,0,39.77135,116.59038000000001,0,3,1.0,1,1,166,1,0,1,27,57,87,87,5,5,177,100,10,10,10,10,9,10,0,0,0,18,18,0,0,0.84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,24.238000000000003,2.753
11045,29953335,96.53,0,1,1,1,0,40.086259999999996,116.36985,1,1,0.0,1,1,97,1,0,1,28,58,88,88,1,1,156,100,6,6,10,10,10,10,0,0,0,1,0,0,1,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,17.515,0.81
11046,29953527,100.0,0,10,10,1,0,39.948409999999996,116.39635,1,4,1.0,2,2,643,4,0,1,20,46,76,351,14,14,184,94,10,9,10,10,10,10,1,0,0,10,10,0,0,2.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.05,0.228
11047,29953737,99.0,0,5,5,1,1,40.00067,116.47686000000002,1,2,1.0,1,1,269,1,0,1,25,55,85,85,20,20,189,100,10,10,10,10,10,10,1,0,0,5,4,1,0,3.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,10.472999999999999,0.678
11048,29954091,100.0,1,1,1,1,1,39.96569,116.30851000000001,1,2,1.0,1,1,353,1,0,1,18,27,53,328,18,18,174,99,10,10,10,10,10,10,1,0,0,1,1,0,0,3.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,8.422,1.105
11049,29954169,100.0,1,1,1,1,0,39.92675,116.45633000000001,1,2,1.0,1,1,249,1,0,1,11,41,48,111,11,11,185,100,10,10,10,10,10,10,1,0,0,1,0,1,0,1.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5.187,0.572
11050,29954620,100.0,1,4,4,1,0,39.890229999999995,116.40403,0,7,1.0,3,4,1300,1,0,1,2,2,2,2,8,8,189,98,10,9,10,10,10,10,1,0,0,3,3,0,0,1.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.478,0.469
11051,29954922,100.0,1,3,3,1,1,39.88035,116.46506000000001,1,2,1.0,1,2,256,1,50,3,29,59,89,89,6,6,184,100,10,10,10,10,9,9,1,0,0,3,0,2,1,0.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8.094,0.551
11052,29955713,100.0,0,1,1,1,0,39.94457,116.20378999999998,1,2,1.0,1,1,1001,1,0,1,28,58,88,88,1,1,180,20,2,2,2,2,2,2,0,0,0,1,0,1,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,16.437,1.248
11053,29955764,100.0,0,1,1,1,0,39.992340000000006,116.41345,0,2,1.0,1,1,201,1,0,1,25,55,80,171,1,1,178,100,10,10,8,8,10,8,1,0,0,1,0,1,0,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7.098,0.586
11054,29955860,100.0,1,7,7,1,0,39.88374,116.46213,1,4,1.0,1,2,346,4,50,1,15,45,75,76,19,19,160,100,10,10,10,10,10,10,1,0,0,7,7,0,0,3.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7.655,0.099
11055,29956262,100.0,1,3,3,1,0,39.89497,116.4137,1,4,1.0,2,3,595,1,0,1,4,5,19,294,10,10,186,100,10,10,10,10,10,10,1,0,0,2,1,1,0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.187,0.512
11056,29956449,100.0,0,9,9,1,0,39.99139,116.47804,1,2,1.0,1,1,387,1,0,1,30,60,90,365,1,1,99,100,10,10,10,10,10,10,1,0,0,8,8,0,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9.795,0.538
11057,29956897,100.0,0,1,1,1,0,39.813759999999995,116.59313,1,4,2.0,2,2,497,1,0,1,6,6,6,264,7,7,173,100,10,10,10,10,9,10,1,0,0,1,1,0,0,1.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21.238000000000003,0.761
11058,29965814,100.0,0,3,3,1,0,40.086859999999994,116.6653,1,4,1.0,1,2,297,1,0,1,30,60,90,365,5,5,177,84,10,9,10,10,10,9,1,0,0,3,3,0,0,0.84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,28.84,4.848
11059,29966716,100.0,0,5,5,1,0,39.89001,116.43715,1,2,1.0,1,2,802,2,50,1,30,60,90,181,1,1,143,60,8,6,10,10,10,8,1,0,0,5,1,4,0,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.683,0.494
11060,29969289,98.0,1,10,10,1,0,39.931740000000005,116.46001000000001,0,4,1.0,2,2,581,4,100,1,16,46,76,89,17,17,188,95,10,9,10,10,10,10,1,0,0,9,9,0,0,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.492000000000001,0.271
11061,29969364,98.0,1,47,47,1,0,39.99442,116.40912,1,6,1.0,3,2,851,1,0,1,23,44,44,44,3,3,170,87,9,9,9,10,9,8,0,0,0,47,47,0,0,0.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7.256,0.918
11062,29969562,100.0,0,2,2,1,0,39.940459999999995,116.44166000000001,0,2,1.0,1,1,249,1,0,1,27,57,87,88,17,17,183,94,10,9,10,10,10,10,1,0,0,2,0,2,0,2.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.093,0.513
11063,29970037,100.0,0,2,2,1,0,39.9405,116.44338,0,2,1.0,1,1,201,1,0,1,28,58,88,89,15,15,188,96,10,9,10,10,10,10,1,0,0,2,0,2,0,2.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.235,0.655
11064,29970095,96.53,0,1,1,1,1,39.90491,116.44225,1,2,1.0,0,1,401,1,0,1,0,0,0,0,1,1,173,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.855,0.495
11065,29970435,100.0,0,33,33,1,0,39.89844,116.46708000000001,1,4,1.0,2,2,588,1,0,1,26,56,86,283,21,21,163,90,9,8,9,9,9,9,1,0,0,14,14,0,0,3.84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7.03,0.708
11066,29970927,100.0,0,3,3,1,1,39.740109999999994,116.55663999999999,1,6,1.0,2,3,318,2,50,1,15,45,75,350,4,4,169,95,10,10,10,10,10,10,1,0,0,3,3,0,0,0.71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,25.194000000000003,3.919
11067,29971257,100.0,0,33,33,1,0,39.88991,116.48111999999999,1,2,1.0,1,1,642,1,0,1,26,56,86,282,11,11,135,96,10,10,10,10,10,10,1,0,0,14,14,0,0,2.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,8.544,0.422
11068,29971997,95.0,0,28,28,1,0,39.85818,116.42631999999999,0,4,1.0,2,2,456,1,0,1,30,60,90,365,1,1,170,100,10,10,10,10,10,10,1,0,0,28,28,0,0,0.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,8.402000000000001,0.366
11069,29972159,100.0,0,9,9,1,0,39.9614,116.32311999999999,1,3,1.0,1,2,318,2,50,1,0,0,0,79,2,2,46,100,10,10,10,10,10,10,1,0,0,4,1,3,0,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,7.101,0.389
11070,29972180,100.0,0,2,2,1,0,39.86396,116.43776000000001,1,2,1.0,1,1,166,1,0,3,16,46,76,351,3,3,170,100,10,9,10,10,10,10,1,0,0,2,0,2,0,0.52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8.174,0.3
11071,29972610,100.0,1,4,4,1,0,39.88867,116.40141000000001,0,9,1.0,3,5,1397,1,0,1,7,7,7,7,1,1,122,100,10,10,10,10,10,10,1,0,0,3,3,0,0,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.62,0.394
11072,29972675,100.0,1,5,5,1,1,39.88355,116.46082,1,3,1.0,1,2,339,3,50,1,20,20,36,37,31,31,177,95,10,10,10,10,10,10,1,0,0,5,5,0,0,5.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7.587000000000001,0.103
11073,29973593,100.0,0,8,8,1,0,39.8376,116.37073999999998,0,2,1.0,0,1,318,1,0,1,30,60,90,365,4,4,184,95,10,10,10,10,10,10,1,0,0,8,8,0,0,0.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10.49,0.163
11074,29973627,100.0,1,3,3,1,0,39.90359,116.33814,0,3,1.0,1,2,297,1,0,2,7,13,43,43,24,24,173,100,10,10,10,10,10,10,0,0,0,2,2,0,0,4.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.715,0.424
11075,29973962,100.0,1,2,2,1,1,39.88538,116.46193000000001,1,1,1.0,1,1,201,1,50,1,22,52,82,322,11,11,185,98,10,9,10,10,10,10,1,0,0,2,0,2,0,1.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7.521,0.122
11076,29974247,96.53,0,2,2,1,0,39.8936,116.2229,0,2,1.0,1,1,297,1,100,2,0,0,0,0,1,1,176,100,10,10,10,10,10,10,1,0,0,1,0,1,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,15.279000000000002,1.769
11077,29974736,100.0,1,2,2,1,1,39.886109999999995,116.46243,1,2,1.0,1,1,145,1,0,1,26,56,86,242,19,19,176,97,10,9,10,10,10,9,1,0,0,2,0,2,0,3.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7.5,0.214
11078,29975983,89.0,0,1,1,1,0,40.00208,116.47742,0,2,1.0,1,1,518,1,0,1,30,40,40,181,4,4,187,87,10,10,10,8,10,7,0,0,0,1,1,0,0,0.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10.622,0.789
11079,29979174,100.0,1,6,6,1,0,39.88991,116.36657,1,4,1.0,2,2,788,1,0,1,11,41,71,346,13,13,166,97,10,10,10,10,10,10,0,0,0,6,6,0,0,2.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5.1,0.674
11080,29979243,100.0,1,11,11,1,1,39.883990000000004,116.46168,1,5,1.0,1,1,367,4,50,1,15,45,75,76,27,27,188,100,10,10,10,10,10,10,1,0,0,9,7,1,1,4.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7.608,0.054
11081,29979297,100.0,0,4,4,1,0,39.981120000000004,116.46468999999999,1,2,1.0,1,1,187,1,80,1,30,60,90,91,1,1,18,100,10,10,10,10,10,10,1,0,0,3,0,3,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8.183,1.321
11082,29979416,100.0,0,3,3,1,0,39.894870000000004,116.41461000000001,1,5,1.0,2,2,477,1,88,1,4,5,19,110,7,7,188,100,10,10,10,10,10,10,1,0,0,2,1,1,0,1.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.226,0.492
11083,29979503,92.0,0,1,1,1,0,39.87193,116.33856000000002,1,2,1.0,1,1,201,1,0,1,29,59,89,90,1,1,91,100,10,10,10,10,10,10,1,0,0,1,0,1,0,0.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8.086,2.004
11084,29979930,100.0,1,4,4,1,0,39.66768,116.32032,0,2,1.0,1,1,276,1,35,1,28,58,88,88,17,17,150,99,10,10,10,10,10,10,1,0,0,4,4,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,29.869,0.298
11085,29981266,100.0,0,8,8,1,0,40.06409,116.31543,1,2,1.0,1,1,186,1,0,1,30,39,62,337,1,1,143,100,10,10,10,10,10,10,1,0,0,8,0,6,2,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,16.403,0.828
11086,29982660,100.0,0,2,2,1,0,39.962959999999995,116.50731,1,2,1.0,1,1,118,1,100,1,0,0,0,0,1,1,187,100,10,10,10,10,10,10,1,0,0,2,1,1,0,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10.201,1.768
11087,29991996,100.0,0,4,4,1,0,39.91163,116.56053,1,2,1.0,1,1,270,1,100,1,27,56,86,177,3,3,103,100,10,9,10,10,10,9,0,0,0,4,0,4,0,0.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14.209000000000001,0.57
11088,29992931,100.0,0,2,2,1,0,39.85203,116.3632,1,4,1.0,2,2,898,1,0,1,27,57,87,87,3,3,130,87,10,10,10,9,9,10,1,0,0,2,2,0,0,0.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,9.1,0.707
11089,29993224,100.0,0,5,5,1,0,39.9207,116.36464,0,2,1.0,1,1,795,1,0,1,0,0,0,0,1,1,101,60,10,6,10,8,10,10,1,0,0,2,2,0,0,0.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2.838,0.807
11090,29993308,100.0,0,4,4,1,0,39.91032,116.56165,0,2,1.0,1,1,235,1,100,1,22,51,81,172,11,11,178,96,10,10,10,10,10,9,0,0,0,4,0,4,0,1.84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14.325,0.61
11091,29993322,100.0,1,2,2,1,0,39.9363,116.40928999999998,0,1,0.5,1,1,207,1,120,2,17,47,77,168,15,15,147,97,10,9,10,10,10,10,1,0,0,2,1,1,0,3.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.359,0.513
11092,29993671,100.0,0,4,4,1,0,39.91044,116.5616,0,2,1.0,1,1,201,1,100,1,17,38,53,136,13,13,177,100,10,10,10,10,10,10,1,0,0,4,0,4,0,2.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14.318,0.609
11093,29993942,100.0,0,4,4,1,0,39.91195,116.56183999999999,0,2,1.0,1,1,325,1,100,1,27,50,57,147,2,2,150,100,10,10,10,10,10,10,1,0,0,4,0,4,0,0.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14.314,0.685
11094,29994322,100.0,0,2,2,1,0,39.88078,116.67071000000001,0,2,1.0,1,1,380,1,100,1,27,57,87,362,1,1,177,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,24.092,0.364
11095,29994756,98.0,1,12,12,1,1,39.90998,116.50086999999999,1,3,1.0,1,2,325,1,0,1,29,59,89,180,21,21,170,100,10,10,10,10,10,10,0,0,0,12,12,0,0,3.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9.245,0.482
11096,29996259,100.0,0,12,12,1,0,39.93537,116.37428,0,2,1.0,1,1,387,1,0,1,27,57,84,94,12,12,185,100,10,10,10,10,10,10,0,0,0,12,0,12,0,1.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.9180000000000001,0.198
11097,29997164,100.0,0,3,3,1,0,39.92002,116.51433999999999,1,8,2.0,4,4,705,8,0,1,23,46,76,351,13,13,187,94,10,9,10,9,10,9,1,0,0,3,3,0,0,2.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10.182,0.438
11098,29997841,100.0,0,12,12,1,0,39.93698,116.37361999999999,0,2,1.0,1,2,401,1,0,1,20,46,74,87,13,13,184,98,10,10,10,10,10,10,0,0,0,12,0,12,0,2.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2.033,0.343
11099,29998171,100.0,0,12,12,1,0,39.93634,116.37525,0,2,1.0,1,0,588,1,0,1,17,41,71,84,6,6,185,87,9,10,9,9,10,9,1,0,0,12,0,12,0,0.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.8769999999999998,0.334
11100,29998249,100.0,1,2,2,1,0,39.88649,116.38416000000001,0,5,1.0,2,2,456,1,0,1,14,44,74,75,17,17,181,99,10,10,10,10,10,10,1,0,0,2,2,0,0,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4.935,0.335
11101,29998563,100.0,0,12,12,1,0,39.9361,116.37494,0,2,1.0,1,2,685,1,0,1,17,47,77,90,3,3,185,100,10,10,10,10,10,10,1,0,0,12,0,12,0,0.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.892,0.297
11102,29999261,100.0,0,12,12,1,0,39.93594,116.37299999999999,0,2,1.0,1,2,685,1,0,1,16,46,70,83,7,7,185,97,10,10,10,10,10,10,0,0,0,12,0,12,0,1.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.041,0.222
11103,29999948,100.0,0,12,12,1,0,39.935629999999996,116.37364,0,2,1.0,1,1,685,1,0,1,28,58,88,101,3,3,170,100,10,10,10,10,10,10,0,0,0,12,0,12,0,0.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.9780000000000002,0.198
11104,29999965,100.0,0,7,7,1,0,39.9812,116.30933999999999,1,2,1.0,1,1,622,1,0,1,24,48,48,134,18,18,172,97,10,10,10,10,10,9,0,0,0,7,6,1,0,3.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9.302999999999999,0.669
11105,30000650,100.0,0,12,12,1,0,39.93758,116.3741,0,2,1.0,1,1,588,1,50,1,28,58,88,101,3,3,183,100,10,10,10,10,10,9,1,0,0,12,0,12,0,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2.022,0.417
11106,30001163,100.0,0,10,10,1,0,39.79978,116.53226000000001,1,4,1.0,2,2,428,1,0,1,30,60,90,365,2,2,128,90,10,9,10,10,8,9,1,0,0,9,9,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,18.59,1.774
11107,30001313,100.0,0,12,12,1,0,39.9354,116.37441000000001,0,2,1.0,1,1,588,1,0,1,24,54,84,97,3,3,184,100,10,10,10,10,10,9,0,0,0,12,0,12,0,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.9080000000000001,0.207
11108,30001879,100.0,1,4,4,1,0,40.07087,116.54183,0,2,1.0,1,1,470,1,0,1,25,55,85,175,17,17,172,96,10,10,10,10,10,10,0,0,0,4,4,0,0,2.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,20.012,1.135
11109,30002396,100.0,1,1,1,1,1,40.043420000000005,116.41469,0,3,1.0,0,2,221,1,0,1,25,55,85,86,14,14,185,100,10,9,10,10,10,10,1,0,0,1,1,0,0,2.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,12.717,0.164
11110,30002855,97.0,0,55,55,1,0,39.85566,116.35533999999998,1,6,1.0,2,3,360,1,0,1,30,60,90,365,1,1,46,100,10,10,10,10,8,10,1,0,0,48,48,0,0,0.64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8.951,1.14
11111,30002911,80.0,1,4,4,1,0,39.90486,116.22555,1,2,2.0,1,1,601,1,0,1,30,60,90,365,6,6,172,100,10,10,10,10,10,10,0,0,0,4,2,2,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,14.773,0.932
11112,30003167,100.0,1,1,1,1,0,39.92451,116.40418000000001,1,4,1.0,2,2,581,4,50,1,12,37,67,158,30,30,150,99,10,10,10,10,10,10,0,0,0,1,1,0,0,5.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.9490000000000001,0.572
11113,30003205,60.0,0,2,2,1,0,39.9121,116.42291999999999,0,1,1.0,1,3,152,1,50,1,28,58,88,179,1,1,17,100,10,10,10,10,10,10,0,0,0,2,2,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3.06,0.565
11114,30005092,100.0,0,1,1,1,0,39.8748,116.45948,0,2,1.0,1,1,290,1,0,1,19,38,68,343,4,4,75,90,10,9,10,10,10,9,1,0,0,1,0,1,0,1.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8.204,0.14
11115,30005884,90.0,1,2,2,1,0,39.95265,116.43831000000002,0,2,1.0,1,2,221,1,0,2,18,48,78,79,20,20,177,100,10,10,10,10,10,10,0,0,0,2,0,2,0,3.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4.425,0.775
11116,30006370,96.53,1,5,5,1,0,39.90433,116.2234,1,4,2.0,1,2,609,1,0,1,11,41,71,346,4,4,172,95,10,10,10,10,9,10,1,0,0,5,3,2,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,14.964,0.977
11117,30007800,96.53,1,5,5,1,0,39.904090000000004,116.22328999999999,1,2,2.0,1,1,588,1,0,1,30,60,90,365,6,6,172,100,10,10,10,10,10,10,1,0,0,5,3,2,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,14.978,0.978
11118,30018003,100.0,0,3,3,1,0,39.97222,116.48087,1,4,1.0,1,2,449,1,0,1,0,0,0,0,1,1,177,20,2,10,4,10,10,2,1,0,0,3,3,0,0,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8.65,0.745
